"Ad set name","Ad ID",Age,Gender,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Reporting starts","Reporting ends"
"ad set 1",6861114057597,18-24,unknown,not_delivering,ad,128,533,4.1640625,"7-day click or 1-day view",,,16.5,,2026-01-31,Ongoing,4,4.125,30.95684803,0.75046904,,,,,,,2023-07-20,2026-08-19
SET1,6699045415197,18-24,male,not_delivering,ad,698,753,1.07879656,"7-day click or 1-day view",,,16.26,,2025-05-01,Ongoing,1,16.26,21.5936255,0.13280212,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6789161764997,25-34,male,not_delivering,ad,129,176,1.36434109,"7-day click or 1-day view",,,16.25,,2025-07-15,Ongoing,,,92.32954545,0.56818182,,,,,,,2023-07-20,2026-08-19
SET1,6668298026597,18-24,female,not_delivering,ad,250,278,1.112,"7-day click or 1-day view","Messaging conversations started",1,16.12,16.12,2025-04-09,Ongoing,2,8.06,57.98561151,0.71942446,,1,,,,,2023-07-20,2026-08-19
"Ad Online",6915920572797,25-34,female,not_delivering,ad,165,214,1.2969697,"7-day click or 1-day view",,,16.11,,2026-05-01,Ongoing,2,8.055,75.28037383,0.93457944,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834727221197,25-34,female,not_delivering,ad,159,223,1.40251572,"7-day click or 1-day view",,,16.03,,2025-09-07,Ongoing,1,16.03,71.88340807,0.89686099,,,,,,,2023-07-20,2026-08-19
LPU,6986175747197,18-24,female,not_delivering,ad,274,349,1.27372263,"7-day click or 1-day view",,,15.92,,2026-07-31,Ongoing,,,45.61604585,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882906767797,18-24,female,not_delivering,ad,107,118,1.10280374,"7-day click or 1-day view",,,15.87,,2026-03-15,Ongoing,,,134.49152542,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6881705351597,55-64,male,not_delivering,ad,176,299,1.69886364,"7-day click or 1-day view",,,15.79,,2026-01-31,Ongoing,,,52.80936455,0.33444816,,,,,,,2023-07-20,2026-08-19
"ad set 1",6989195918997,18-24,male,not_delivering,ad,217,260,1.19815668,"7-day click or 1-day view",,,15.72,,2026-08-05,Ongoing,1,15.72,60.46153846,0.38461538,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953162565597,18-24,male,not_delivering,ad,882,976,1.10657596,"7-day click or 1-day view",,,15.62,,2026-06-09,Ongoing,,,16.00409836,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908247597,18-24,male,not_delivering,ad,474,542,1.14345992,"7-day click or 1-day view",,,15.6,,2026-03-15,Ongoing,6,2.6,28.78228782,1.10701107,,,,,,,2023-07-20,2026-08-19
SET1,6675264991797,18-24,male,not_delivering,ad,300,342,1.14,"7-day click or 1-day view",,,15.59,,2025-04-17,Ongoing,1,15.59,45.58479532,0.29239766,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953168678397,18-24,male,not_delivering,ad,685,737,1.07591241,"7-day click or 1-day view",,,15.49,,2026-06-09,Ongoing,4,3.8725,21.01763908,0.54274084,,,,,,,2023-07-20,2026-08-19
SET1,6699045415197,25-34,male,not_delivering,ad,430,502,1.16744186,"7-day click or 1-day view",,,15.37,,2025-05-01,Ongoing,1,15.37,30.61752988,0.19920319,,,,,,,2023-07-20,2026-08-19
SET1,6668292481797,18-24,female,not_delivering,ad,389,441,1.13367609,"7-day click or 1-day view",,,15.29,,2025-04-09,Ongoing,1,15.29,34.67120181,0.45351474,,,,,,,2023-07-20,2026-08-19
SET1,6723191440197,25-34,male,not_delivering,ad,187,217,1.16042781,"7-day click or 1-day view",,,15.26,,2025-05-19,Ongoing,,,70.32258065,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769019900397,25-34,female,inactive,ad,66,76,1.15151515,"7-day click or 1-day view",,,15.23,,2025-07-15,Ongoing,,,200.39473684,0,,,,,,,2023-07-20,2026-08-19
SET1,6699102684197,25-34,male,not_delivering,ad,147,169,1.14965986,"7-day click or 1-day view",,,15.2,,2025-05-01,Ongoing,,,89.9408284,0.59171598,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915643995197,35-44,male,not_delivering,ad,392,502,1.28061224,"7-day click or 1-day view",,,15.2,,2026-05-01,Ongoing,4,3.8,30.27888446,1.19521912,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857977080197,45-54,male,not_delivering,ad,126,161,1.27777778,"7-day click or 1-day view",,,15.2,,2026-01-23,Ongoing,2,7.6,94.40993789,1.24223602,,,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393133197,25-34,unknown,not_delivering,ad,164,164,1,"7-day click or 1-day view",,,15.14,,2025-05-25,Ongoing,1,15.14,92.31707317,0.6097561,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941573216797,25-34,female,inactive,ad,307,334,1.08794788,"7-day click or 1-day view",,,15.11,,2026-05-30,Ongoing,,,45.23952096,0.2994012,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab – Online",6917755072997,35-44,male,not_delivering,ad,80,86,1.075,"7-day click or 1-day view",,,15,,2026-05-06,Ongoing,,,174.41860465,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6805961224197,18-24,unknown,not_delivering,ad,80,170,2.125,"7-day click or 1-day view",,,14.99,,2025-09-07,Ongoing,,,88.17647059,0.58823529,,,,,,,2023-07-20,2026-08-19
SET1,6668294202797,25-34,male,not_delivering,ad,238,273,1.14705882,"7-day click or 1-day view",,,14.94,,2025-04-09,Ongoing,,,54.72527473,0.36630037,,,,,,,2023-07-20,2026-08-19
"ad set 1",6881705351597,65+,male,not_delivering,ad,192,240,1.25,"7-day click or 1-day view",,,14.86,,2026-01-31,Ongoing,4,3.715,61.91666667,1.66666667,,,,,,,2023-07-20,2026-08-19
SET1,6699045415197,18-24,female,not_delivering,ad,777,845,1.08751609,"7-day click or 1-day view",,,14.59,,2025-05-01,Ongoing,2,7.295,17.26627219,0.23668639,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6977309658397,35-44,female,inactive,ad,218,241,1.10550459,"7-day click or 1-day view",,,14.55,,2026-07-01,Ongoing,1,14.55,60.37344398,0.82987552,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612226281997,18-24,female,not_delivering,ad,169,196,1.15976331,"7-day click or 1-day view",,,14.54,,2025-02-16,Ongoing,1,14.54,74.18367347,0.51020408,,,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393133197,18-24,unknown,not_delivering,ad,128,199,1.5546875,"7-day click or 1-day view",,,14.53,,2025-05-25,Ongoing,,,73.01507538,0,,,,,,,2023-07-20,2026-08-19
SET1,6723531168597,25-34,female,inactive,ad,122,147,1.20491803,"7-day click or 1-day view",,,14.52,,2025-05-19,Ongoing,,,98.7755102,0,,,,,,,2023-07-20,2026-08-19
LPU,6826445864997,35-44,male,not_delivering,ad,107,124,1.1588785,"7-day click or 1-day view","Messaging conversations started",1,14.5,14.5,2025-11-08,Ongoing,1,14.5,116.93548387,1.61290323,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548474197,45-54,male,not_delivering,ad,27,41,1.51851852,"7-day click or 1-day view",,,14.49,,2025-11-21,Ongoing,,,353.41463415,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab – Online",6917755073397,35-44,male,not_delivering,ad,250,301,1.204,"7-day click or 1-day view",,,14.45,,2026-05-06,Ongoing,,,48.00664452,0,,,,,,,2023-07-20,2026-08-19
SET1,6675261136397,18-24,female,not_delivering,ad,276,310,1.12318841,"7-day click or 1-day view",,,14.45,,2025-04-17,Ongoing,1,14.45,46.61290323,0.32258065,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857822967997,18-24,male,not_delivering,ad,223,264,1.1838565,"7-day click or 1-day view",,,14.43,,2026-01-23,Ongoing,,,54.65909091,0,,,,,,,2023-07-20,2026-08-19
SET1,6732747399197,18-24,male,archived,ad,197,214,1.08629442,"7-day click or 1-day view",,,14.42,,2025-05-13,Ongoing,,,67.38317757,0.46728972,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548474197,35-44,male,not_delivering,ad,69,89,1.28985507,"7-day click or 1-day view",,,14.4,,2025-11-21,Ongoing,,,161.79775281,1.12359551,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612226281997,25-34,female,not_delivering,ad,57,76,1.33333333,"7-day click or 1-day view","Messaging conversations started",1,14.38,14.38,2025-02-16,Ongoing,2,7.19,189.21052632,2.63157895,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089197,25-34,female,inactive,ad,404,423,1.0470297,"7-day click or 1-day view",,,14.36,,2026-07-01,Ongoing,1,14.36,33.94799054,0.23640662,,,,,,,2023-07-20,2026-08-19
LPU,6986170907797,18-24,male,not_delivering,ad,297,390,1.31313131,"7-day click or 1-day view",,,14.3,,2026-07-31,Ongoing,3,4.76666667,36.66666667,0.76923077,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834713224997,35-44,male,not_delivering,ad,135,176,1.3037037,"7-day click or 1-day view",,,14.3,,2025-09-07,Ongoing,1,14.3,81.25,0.56818182,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,35-44,unknown,not_delivering,ad,128,307,2.3984375,"7-day click or 1-day view",,,14.28,,2026-01-31,Ongoing,1,14.28,46.51465798,1.6286645,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915936952997,45-54,female,not_delivering,ad,71,85,1.1971831,"7-day click or 1-day view",,,14.24,,2026-05-03,Ongoing,,,167.52941176,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882906767797,25-34,male,not_delivering,ad,126,138,1.0952381,"7-day click or 1-day view",,,14.24,,2026-03-15,Ongoing,,,103.1884058,0,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941573216797,18-24,female,inactive,ad,424,460,1.08490566,"7-day click or 1-day view",,,14.21,,2026-05-30,Ongoing,2,7.105,30.89130435,0.43478261,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915949742397,18-24,unknown,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,14.15,,2026-05-03,Ongoing,,,4716.66666667,0,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915936952997,25-34,female,not_delivering,ad,110,127,1.15454545,"7-day click or 1-day view",,,14.14,,2026-05-03,Ongoing,,,111.33858268,0.78740157,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612226281997,35-44,male,not_delivering,ad,56,83,1.48214286,"7-day click or 1-day view",,,14.12,,2025-02-16,Ongoing,,,170.12048193,1.20481928,,,,,,,2023-07-20,2026-08-19
"Ad set",6887946017597,18-24,male,not_delivering,ad,381,461,1.20997375,"7-day click or 1-day view",,,14.08,,2026-03-22,Ongoing,3,4.69333333,30.54229935,0.65075922,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548169597,35-44,female,not_delivering,ad,36,60,1.66666667,"7-day click or 1-day view",,,14.01,,2025-11-21,Ongoing,1,14.01,233.5,1.66666667,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685419928797,35-44,female,not_delivering,ad,216,289,1.33796296,"7-day click or 1-day view",,,13.94,,2025-04-26,Ongoing,,,48.23529412,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910462158797,35-44,male,not_delivering,ad,228,276,1.21052632,"7-day click or 1-day view",,,13.93,,2026-04-26,Ongoing,,,50.47101449,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872930110397,45-54,male,inactive,ad,344,427,1.24127907,"7-day click or 1-day view",,,13.92,,2026-01-31,Ongoing,4,3.48,32.59953162,0.93676815,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6673302606997,55-64,male,not_delivering,ad,148,178,1.2027027,"7-day click or 1-day view",,,13.9,,2025-04-14,Ongoing,2,6.95,78.08988764,1.12359551,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675810692397,35-44,male,not_delivering,ad,216,268,1.24074074,"7-day click or 1-day view",,,13.89,,2025-04-18,Ongoing,1,13.89,51.82835821,1.49253731,,,,,,,2023-07-20,2026-08-19
LPU,6986170908197,18-24,male,not_delivering,ad,462,556,1.2034632,"7-day click or 1-day view",,,13.89,,2026-07-31,Ongoing,2,6.945,24.98201439,0.35971223,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089797,18-24,unknown,active,ad,128,590,4.609375,"7-day click or 1-day view","Messaging conversations started",1,13.75,13.75,2026-07-01,Ongoing,6,2.29166667,23.30508475,1.18644068,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908247597,25-34,male,not_delivering,ad,218,247,1.13302752,"7-day click or 1-day view",,,13.74,,2026-03-15,Ongoing,1,13.74,55.62753036,0.4048583,,,,,,,2023-07-20,2026-08-19
SET1,6675261136397,18-24,male,not_delivering,ad,218,246,1.12844037,"7-day click or 1-day view",,,13.65,,2025-04-17,Ongoing,1,13.65,55.48780488,0.40650407,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941448197797,35-44,male,not_delivering,ad,305,323,1.05901639,"7-day click or 1-day view",,,13.62,,2026-05-30,Ongoing,1,13.62,42.16718266,0.61919505,,,,,,,2023-07-20,2026-08-19
LPU,6986175747197,25-34,female,not_delivering,ad,73,87,1.19178082,"7-day click or 1-day view",,,13.58,,2026-07-31,Ongoing,1,13.58,156.09195402,1.14942529,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6935496751997,35-44,male,inactive,ad,304,330,1.08552632,"7-day click or 1-day view",,,13.48,,2026-04-27,Ongoing,2,6.74,40.84848485,0.60606061,,,,,,,2023-07-20,2026-08-19
"Ad Online",6914899011797,35-44,female,inactive,ad,102,121,1.18627451,"7-day click or 1-day view",,,13.44,,2026-05-01,Ongoing,,,111.07438017,0.82644628,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6941440448597,35-44,male,not_delivering,ad,337,358,1.06231454,"7-day click or 1-day view",,,13.42,,2026-05-30,Ongoing,1,13.42,37.48603352,0.83798883,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612225768597,35-44,female,not_delivering,ad,14,19,1.35714286,"7-day click or 1-day view",,,13.35,,2025-02-16,Ongoing,,,702.63157895,0,,,,,,,2023-07-20,2026-08-19
SET1,6699045415197,25-34,female,not_delivering,ad,353,389,1.101983,"7-day click or 1-day view",,,13.17,,2025-05-01,Ongoing,,,33.85604113,0.25706941,,,,,,,2023-07-20,2026-08-19
SET1,6675261136397,25-34,male,not_delivering,ad,170,182,1.07058824,"7-day click or 1-day view",,,13.13,,2025-04-17,Ongoing,,,72.14285714,0,,,,,,,2023-07-20,2026-08-19
"New Set",6703410326397,18-24,female,not_delivering,ad,292,328,1.12328767,"7-day click or 1-day view",,,12.79,,2025-05-03,Ongoing,,,38.99390244,0.6097561,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,45-54,male,not_delivering,ad,53,67,1.26415094,"7-day click or 1-day view",,,12.74,,2025-11-21,Ongoing,1,12.74,190.14925373,1.49253731,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968397,18-24,female,not_delivering,ad,650,653,1.00461538,"7-day click or 1-day view",,,12.68,,2026-07-08,Ongoing,,,19.41807044,0.15313936,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953162565597,35-44,female,not_delivering,ad,422,423,1.00236967,"7-day click or 1-day view",,,12.58,,2026-06-09,Ongoing,1,12.58,29.73995272,0.23640662,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941573216797,18-24,male,inactive,ad,667,719,1.07796102,"7-day click or 1-day view",,,12.43,,2026-05-30,Ongoing,5,2.486,17.28789986,0.97357441,,,,,,,2023-07-20,2026-08-19
SET1,6723191440197,18-24,male,not_delivering,ad,212,228,1.0754717,"7-day click or 1-day view",,,12.42,,2025-05-19,Ongoing,,,54.47368421,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968397,18-24,male,not_delivering,ad,627,629,1.00318979,"7-day click or 1-day view",,,12.42,,2026-07-08,Ongoing,,,19.74562798,0,,,,,,,2023-07-20,2026-08-19
SET1,6699087848997,18-24,male,not_delivering,ad,506,544,1.07509881,"7-day click or 1-day view",,,12.37,,2025-05-01,Ongoing,,,22.73897059,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833678886597,25-34,male,not_delivering,ad,47,60,1.27659574,"7-day click or 1-day view",,,12.26,,2025-11-21,Ongoing,1,12.26,204.33333333,1.66666667,,,,,,,2023-07-20,2026-08-19
SET1,6668294202797,18-24,male,not_delivering,ad,317,359,1.13249211,"7-day click or 1-day view",,,12.1,,2025-04-09,Ongoing,2,6.05,33.70473538,0.55710306,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6805961224197,65+,male,not_delivering,ad,181,181,1,"7-day click or 1-day view",,,12.06,,2025-09-07,Ongoing,1,12.06,66.62983425,0.55248619,,,,,,,2023-07-20,2026-08-19
SET1,6668282296197,35-44,male,not_delivering,ad,96,141,1.46875,"7-day click or 1-day view",,,12,,2025-04-09,Ongoing,,,85.10638298,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093708597,25-34,unknown,not_delivering,ad,256,440,1.71875,"7-day click or 1-day view",,,11.95,,2026-04-27,Ongoing,2,5.975,27.15909091,0.45454545,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988775509197,18-24,male,not_delivering,ad,211,243,1.15165877,"7-day click or 1-day view",,,11.89,,2026-08-05,Ongoing,2,5.945,48.93004115,0.82304527,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832547839397,65+,male,not_delivering,ad,16,26,1.625,"7-day click or 1-day view","Messaging conversations started",1,11.86,11.86,2025-11-21,Ongoing,2,5.93,456.15384615,7.69230769,,1,,,,,2023-07-20,2026-08-19
SET1,6675264991797,25-34,male,not_delivering,ad,141,163,1.15602837,"7-day click or 1-day view",,,11.85,,2025-04-17,Ongoing,,,72.6993865,0,,,,,,,2023-07-20,2026-08-19
SET1,6734947246397,35-44,male,not_delivering,ad,164,204,1.24390244,"7-day click or 1-day view",,,11.84,,2025-05-19,Ongoing,3,3.94666667,58.03921569,2.45098039,,,,,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723905597,65+,male,not_delivering,ad,186,214,1.15053763,"7-day click or 1-day view","Link clicks",4,11.83,2.9575,2026-03-13,Ongoing,4,2.9575,55.28037383,2.80373832,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834726579597,18-24,unknown,not_delivering,ad,4,9,2.25,"7-day click or 1-day view","Messaging conversations started",1,11.83,11.83,2025-09-07,Ongoing,1,11.83,1314.44444444,0,,1,,,,,2023-07-20,2026-08-19
SET1,6699087848997,25-34,male,not_delivering,ad,277,303,1.09386282,"7-day click or 1-day view",,,11.76,,2025-05-01,Ongoing,,,38.81188119,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,65+,male,not_delivering,ad,42,58,1.38095238,"7-day click or 1-day view",,,11.69,,2025-11-21,Ongoing,,,201.55172414,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953168678397,35-44,male,not_delivering,ad,248,269,1.08467742,"7-day click or 1-day view","Messaging conversations started",1,11.6,11.6,2026-06-09,Ongoing,3,3.86666667,43.12267658,1.11524164,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685447204197,25-34,female,not_delivering,ad,146,150,1.02739726,"7-day click or 1-day view",,,11.6,,2025-04-26,Ongoing,,,77.33333333,0,,,,,,,2023-07-20,2026-08-19
SET1,6675264991797,18-24,female,not_delivering,ad,244,267,1.0942623,"7-day click or 1-day view",,,11.52,,2025-04-17,Ongoing,,,43.14606742,0.37453184,,,,,,,2023-07-20,2026-08-19
LPU,6989431969397,25-34,female,not_delivering,ad,395,424,1.07341772,"7-day click or 1-day view",,,11.49,,2026-08-07,Ongoing,6,1.915,27.0990566,1.41509434,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6941440448797,35-44,male,not_delivering,ad,334,360,1.07784431,"7-day click or 1-day view",,,11.48,,2026-05-30,Ongoing,1,11.48,31.88888889,0.27777778,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6935496751997,35-44,female,inactive,ad,234,280,1.1965812,"7-day click or 1-day view",,,11.46,,2026-04-27,Ongoing,,,40.92857143,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910462870797,35-44,female,not_delivering,ad,153,162,1.05882353,"7-day click or 1-day view",,,11.42,,2026-04-26,Ongoing,2,5.71,70.49382716,1.2345679,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857978483197,55-64,male,not_delivering,ad,36,36,1,"7-day click or 1-day view",,,11.4,,2026-01-23,Ongoing,,,316.66666667,2.77777778,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675809957397,35-44,female,not_delivering,ad,304,309,1.01644737,"7-day click or 1-day view",,,11.39,,2025-04-18,Ongoing,1,11.39,36.86084142,0.3236246,,,,,,,2023-07-20,2026-08-19
LPU,6986170908197,25-34,male,not_delivering,ad,255,304,1.19215686,"7-day click or 1-day view","Messaging conversations started",1,11.39,11.39,2026-07-31,Ongoing,1,11.39,37.46710526,0.32894737,,1,,,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723905597,18-24,female,not_delivering,ad,270,317,1.17407407,"7-day click or 1-day view","Link clicks",2,11.38,5.69,2026-03-13,Ongoing,2,5.69,35.89905363,1.89274448,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6673302606997,45-54,female,not_delivering,ad,144,184,1.27777778,"7-day click or 1-day view",,,11.29,,2025-04-14,Ongoing,,,61.35869565,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6990852904797,25-34,unknown,active,ad,256,481,1.87890625,"7-day click or 1-day view",,,11.28,,2026-07-01,Ongoing,6,1.88,23.45114345,1.66320166,,,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132997,18-24,unknown,not_delivering,ad,202,202,1,"7-day click or 1-day view",,,11.21,,2025-05-25,Ongoing,,,55.4950495,0,,,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132997,25-34,unknown,not_delivering,ad,201,201,1,"7-day click or 1-day view",,,11.19,,2025-05-25,Ongoing,1,11.19,55.67164179,0.49751244,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,55-64,female,not_delivering,ad,208,277,1.33173077,"7-day click or 1-day view",,,11.17,,2026-01-23,Ongoing,,,40.32490975,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861113921397,55-64,male,inactive,ad,84,105,1.25,"7-day click or 1-day view",,,11.16,,2026-01-31,Ongoing,,,106.28571429,0.95238095,,,,,,,2023-07-20,2026-08-19
SET1,6699087848997,18-24,female,not_delivering,ad,506,546,1.07905138,"7-day click or 1-day view",,,11.14,,2025-05-01,Ongoing,1,11.14,20.4029304,0.18315018,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685444541597,25-34,male,not_delivering,ad,69,73,1.05797101,"7-day click or 1-day view",,,11.1,,2025-04-26,Ongoing,,,152.05479452,0,,,,,,,2023-07-20,2026-08-19
SET1,6715762376997,25-34,unknown,archived,ad,256,580,2.265625,"7-day click or 1-day view",,,10.97,,2025-05-13,Ongoing,1,10.97,18.9137931,0.34482759,,,,,,,2023-07-20,2026-08-19
