"Ad set name","Ad ID",Age,Gender,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Reporting starts","Reporting ends"
"New Engagement ad set",6805961224197,35-44,unknown,not_delivering,ad,32,33,1.03125,"7-day click or 1-day view",,,3.09,,2025-09-07,Ongoing,,,93.63636364,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6790435815797,35-44,unknown,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,3.09,,2025-07-15,Ongoing,,,1545,0,,,,,,,2023-07-20,2026-08-19
SET1,6715753772797,18-24,female,archived,ad,23,23,1,"7-day click or 1-day view",,,3.08,,2025-05-13,Ongoing,,,133.91304348,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6977308709597,35-44,unknown,inactive,ad,8,8,1,"7-day click or 1-day view",,,3.07,,2026-07-01,Ongoing,,,383.75,0,,,,,,,2023-07-20,2026-08-19
SET1,6732747035197,18-24,female,archived,ad,77,82,1.06493506,"7-day click or 1-day view",,,3.07,,2025-05-13,Ongoing,,,37.43902439,0,,,,,,,2023-07-20,2026-08-19
SET1,6732744864597,25-34,unknown,not_delivering,ad,32,56,1.75,"7-day click or 1-day view",,,3.06,,2025-05-20,Ongoing,,,54.64285714,0,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941572270197,18-24,female,inactive,ad,100,108,1.08,"7-day click or 1-day view",,,3.03,,2026-05-30,Ongoing,,,28.05555556,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093708597,35-44,unknown,not_delivering,ad,78,78,1,"7-day click or 1-day view","Messaging conversations started",1,2.95,2.95,2026-04-27,Ongoing,1,2.95,37.82051282,1.28205128,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896397,18-24,male,not_delivering,ad,102,106,1.03921569,"7-day click or 1-day view",,,2.93,,2026-08-03,Ongoing,,,27.64150943,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896397,25-34,female,not_delivering,ad,68,69,1.01470588,"7-day click or 1-day view",,,2.92,,2026-08-03,Ongoing,,,42.31884058,0,,,,,,,2023-07-20,2026-08-19
"Ad Online",6914896859797,35-44,female,inactive,ad,80,91,1.1375,"7-day click or 1-day view",,,2.91,,2026-05-01,Ongoing,,,31.97802198,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,55-64,male,inactive,ad,30,37,1.23333333,"7-day click or 1-day view",,,2.91,,2026-01-31,Ongoing,,,78.64864865,0,,,,,,,2023-07-20,2026-08-19
SET1,6723531168397,18-24,unknown,not_delivering,ad,72,87,1.20833333,"7-day click or 1-day view",,,2.9,,2025-05-19,Ongoing,,,33.33333333,0,,,,,,,2023-07-20,2026-08-19
SET1,6699073695797,18-24,male,not_delivering,ad,71,83,1.16901408,"7-day click or 1-day view",,,2.9,,2025-05-01,Ongoing,,,34.93975904,0,,,,,,,2023-07-20,2026-08-19
SET1,6732747035197,18-24,male,archived,ad,96,101,1.05208333,"7-day click or 1-day view",,,2.85,,2025-05-13,Ongoing,,,28.21782178,0,,,,,,,2023-07-20,2026-08-19
"New Set",6703425364397,25-34,female,not_delivering,ad,9,11,1.22222222,"7-day click or 1-day view",,,2.84,,2025-05-03,Ongoing,,,258.18181818,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887946017597,35-44,male,not_delivering,ad,34,51,1.5,"7-day click or 1-day view",,,2.79,,2026-03-22,Ongoing,,,54.70588235,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,18-24,unknown,not_delivering,ad,48,60,1.25,"7-day click or 1-day view",,,2.78,,2026-01-23,Ongoing,,,46.33333333,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988775707397,25-34,unknown,not_delivering,ad,32,61,1.90625,"7-day click or 1-day view",,,2.77,,2026-08-05,Ongoing,,,45.40983607,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857977080197,65+,male,not_delivering,ad,16,17,1.0625,"7-day click or 1-day view",,,2.76,,2026-01-23,Ongoing,,,162.35294118,11.76470588,,,,,,,2023-07-20,2026-08-19
SET1,6699345237797,35-44,female,not_delivering,ad,12,21,1.75,"7-day click or 1-day view",,,2.75,,2025-05-01,Ongoing,,,130.95238095,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857822967997,45-54,male,not_delivering,ad,14,18,1.28571429,"7-day click or 1-day view",,,2.75,,2026-01-23,Ongoing,1,2.75,152.77777778,11.11111111,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,55-64,female,not_delivering,ad,25,25,1,"7-day click or 1-day view",,,2.7,,2025-05-01,Ongoing,,,108,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908247597,35-44,male,not_delivering,ad,26,29,1.11538462,"7-day click or 1-day view",,,2.69,,2026-03-15,Ongoing,,,92.75862069,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910460698197,35-44,female,not_delivering,ad,92,105,1.14130435,"7-day click or 1-day view",,,2.66,,2026-04-26,Ongoing,,,25.33333333,0,,,,,,,2023-07-20,2026-08-19
SET1,6805961553997,65+,female,not_delivering,ad,136,158,1.16176471,"7-day click or 1-day view",,,2.65,,2025-05-13,Ongoing,,,16.7721519,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896397,18-24,female,not_delivering,ad,115,120,1.04347826,"7-day click or 1-day view",,,2.61,,2026-08-03,Ongoing,1,2.61,21.75,1.66666667,,,,,,,2023-07-20,2026-08-19
SET1,6712664669597,35-44,female,not_delivering,ad,24,55,2.29166667,"7-day click or 1-day view",,,2.58,,2025-05-01,Ongoing,,,46.90909091,0,,,,,,,2023-07-20,2026-08-19
LPU,6986170908197,25-34,female,not_delivering,ad,66,80,1.21212121,"7-day click or 1-day view",,,2.53,,2026-07-31,Ongoing,,,31.625,0,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6673302606997,65+,female,not_delivering,ad,32,41,1.28125,"7-day click or 1-day view",,,2.51,,2025-04-14,Ongoing,,,61.2195122,0,,,,,,,2023-07-20,2026-08-19
SET1,6723531168397,25-34,unknown,not_delivering,ad,40,40,1,"7-day click or 1-day view",,,2.5,,2025-05-19,Ongoing,,,62.5,0,,,,,,,2023-07-20,2026-08-19
SET1,6734947246397,35-44,female,not_delivering,ad,32,49,1.53125,"7-day click or 1-day view",,,2.48,,2025-05-19,Ongoing,1,2.48,50.6122449,2.04081633,,,,,,,2023-07-20,2026-08-19
SET1,6699073695797,18-24,female,not_delivering,ad,66,76,1.15151515,"7-day click or 1-day view",,,2.48,,2025-05-01,Ongoing,,,32.63157895,1.31578947,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833678886597,35-44,female,not_delivering,ad,5,5,1,"7-day click or 1-day view",,,2.47,,2025-11-21,Ongoing,,,494,0,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6671478791597,35-44,unknown,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,2.45,,2025-04-12,Ongoing,,,1225,0,,,,,,,2023-07-20,2026-08-19
SET1,6724323110397,25-34,unknown,not_delivering,ad,94,94,1,"7-day click or 1-day view",,,2.44,,2025-05-20,Ongoing,,,25.95744681,1.06382979,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941572270197,25-34,female,inactive,ad,42,42,1,"7-day click or 1-day view",,,2.41,,2026-05-30,Ongoing,,,57.38095238,0,,,,,,,2023-07-20,2026-08-19
SET1,6805961553997,65+,male,not_delivering,ad,174,174,1,"7-day click or 1-day view",,,2.38,,2025-05-13,Ongoing,,,13.67816092,0,,,,,,,2023-07-20,2026-08-19
SET1,6699099098397,25-34,female,not_delivering,ad,32,36,1.125,"7-day click or 1-day view",,,2.37,,2025-05-01,Ongoing,,,65.83333333,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968797,18-24,female,not_delivering,ad,139,141,1.01438849,"7-day click or 1-day view",,,2.36,,2026-07-08,Ongoing,1,2.36,16.73758865,0.70921986,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768974549597,18-24,unknown,not_delivering,ad,52,52,1,"7-day click or 1-day view",,,2.35,,2025-07-15,Ongoing,,,45.19230769,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,35-44,unknown,not_delivering,ad,32,56,1.75,"7-day click or 1-day view",,,2.34,,2026-01-23,Ongoing,,,41.78571429,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6789161764997,25-34,female,not_delivering,ad,29,37,1.27586207,"7-day click or 1-day view",,,2.33,,2025-07-15,Ongoing,,,62.97297297,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929829797,65+,male,inactive,ad,58,62,1.06896552,"7-day click or 1-day view",,,2.28,,2026-01-31,Ongoing,,,36.77419355,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685444541597,25-34,female,not_delivering,ad,19,19,1,"7-day click or 1-day view",,,2.24,,2025-04-26,Ongoing,,,117.89473684,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548474197,45-54,female,not_delivering,ad,14,16,1.14285714,"7-day click or 1-day view",,,2.23,,2025-11-21,Ongoing,,,139.375,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675807606197,18-24,unknown,not_delivering,ad,64,120,1.875,"7-day click or 1-day view",,,2.22,,2025-04-18,Ongoing,,,18.5,0,,,,,,,2023-07-20,2026-08-19
SET1,6790771111597,25-34,unknown,not_delivering,ad,32,46,1.4375,"7-day click or 1-day view",,,2.19,,2025-05-13,Ongoing,,,47.60869565,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,55-64,unknown,not_delivering,ad,0,22,0,"7-day click or 1-day view",,,2.14,,2026-01-31,Ongoing,,,97.27272727,4.54545455,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968797,25-34,female,not_delivering,ad,83,83,1,"7-day click or 1-day view",,,2.13,,2026-07-08,Ongoing,,,25.6626506,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929385597,65+,male,inactive,ad,9,12,1.33333333,"7-day click or 1-day view",,,2.12,,2026-01-31,Ongoing,,,176.66666667,0,,,,,,,2023-07-20,2026-08-19
SET1,6699121269397,25-34,unknown,not_delivering,ad,93,93,1,"7-day click or 1-day view",,,2.09,,2025-05-01,Ongoing,,,22.47311828,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612223448397,18-24,unknown,not_delivering,ad,36,36,1,"7-day click or 1-day view",,,2.08,,2025-02-16,Ongoing,,,57.77777778,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896597,35-44,female,not_delivering,ad,41,45,1.09756098,"7-day click or 1-day view",,,2.07,,2026-08-03,Ongoing,,,46,0,,,,,,,2023-07-20,2026-08-19
LPU,6986170907997,25-34,unknown,not_delivering,ad,8,30,3.75,"7-day click or 1-day view",,,2.07,,2026-07-31,Ongoing,,,69,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830723550797,25-34,unknown,not_delivering,ad,50,50,1,"7-day click or 1-day view",,,2,,2025-11-18,Ongoing,,,40,0,,,,,,,2023-07-20,2026-08-19
LPU,6986170907797,35-44,male,not_delivering,ad,31,34,1.09677419,"7-day click or 1-day view",,,1.99,,2026-07-31,Ongoing,,,58.52941176,0,,,,,,,2023-07-20,2026-08-19
SET1,6732747399197,25-34,female,archived,ad,41,43,1.04878049,"7-day click or 1-day view",,,1.97,,2025-05-13,Ongoing,,,45.81395349,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830713058797,35-44,unknown,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,1.96,,2025-11-18,Ongoing,,,653.33333333,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861112894797,65+,female,not_delivering,ad,24,24,1,"7-day click or 1-day view",,,1.93,,2026-01-31,Ongoing,1,1.93,80.41666667,4.16666667,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833678886597,55-64,male,not_delivering,ad,3,4,1.33333333,"7-day click or 1-day view",,,1.93,,2025-11-21,Ongoing,,,482.5,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6991650447397,18-24,unknown,not_delivering,ad,61,61,1,"7-day click or 1-day view",,,1.89,,2026-08-05,Ongoing,,,30.98360656,0,,,,,,,2023-07-20,2026-08-19
SET1,6723191768797,25-34,female,not_delivering,ad,12,12,1,"7-day click or 1-day view",,,1.89,,2025-05-19,Ongoing,,,157.5,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6642089283997,18-24,unknown,not_delivering,ad,48,112,2.33333333,"7-day click or 1-day view",,,1.89,,2025-03-29,Ongoing,,,16.875,0,,,,,,,2023-07-20,2026-08-19
SET1,6699073695797,25-34,female,not_delivering,ad,17,18,1.05882353,"7-day click or 1-day view",,,1.88,,2025-05-01,Ongoing,,,104.44444444,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857822967997,35-44,female,not_delivering,ad,27,29,1.07407407,"7-day click or 1-day view",,,1.88,,2026-01-23,Ongoing,,,64.82758621,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6699157892597,18-24,unknown,not_delivering,ad,32,52,1.625,"7-day click or 1-day view",,,1.87,,2025-05-01,Ongoing,,,35.96153846,0,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941448198397,25-34,unknown,not_delivering,ad,48,54,1.125,"7-day click or 1-day view",,,1.87,,2026-05-30,Ongoing,,,34.62962963,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830723550797,35-44,unknown,not_delivering,ad,0,12,0,"7-day click or 1-day view",,,1.86,,2025-11-18,Ongoing,,,155,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968797,35-44,female,not_delivering,ad,23,23,1,"7-day click or 1-day view",,,1.84,,2026-07-08,Ongoing,,,80,0,,,,,,,2023-07-20,2026-08-19
SET1,6723191768797,18-24,female,not_delivering,ad,50,53,1.06,"7-day click or 1-day view",,,1.78,,2025-05-19,Ongoing,,,33.58490566,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6699157892597,35-44,unknown,not_delivering,ad,0,18,0,"7-day click or 1-day view","Messaging conversations started",1,1.78,1.78,2025-05-01,Ongoing,1,1.78,98.88888889,5.55555556,,1,,,,,2023-07-20,2026-08-19
SET1,6668298026597,35-44,female,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,1.78,,2025-04-09,Ongoing,,,593.33333333,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988779224197,18-24,unknown,not_delivering,ad,0,9,0,"7-day click or 1-day view",,,1.78,,2026-08-05,Ongoing,,,197.77777778,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833678886597,45-54,male,not_delivering,ad,9,13,1.44444444,"7-day click or 1-day view",,,1.76,,2025-11-21,Ongoing,,,135.38461538,0,,,,,,,2023-07-20,2026-08-19
SET1,6699345237797,18-24,unknown,not_delivering,ad,8,16,2,"7-day click or 1-day view",,,1.74,,2025-05-01,Ongoing,,,108.75,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6941440448197,25-34,unknown,not_delivering,ad,57,57,1,"7-day click or 1-day view",,,1.73,,2026-05-30,Ongoing,,,30.35087719,0,,,,,,,2023-07-20,2026-08-19
SET1,6732744864597,18-24,unknown,not_delivering,ad,32,69,2.15625,"7-day click or 1-day view",,,1.72,,2025-05-20,Ongoing,,,24.92753623,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887030430597,35-44,unknown,not_delivering,ad,8,14,1.75,"7-day click or 1-day view",,,1.68,,2026-03-22,Ongoing,1,1.68,120,14.28571429,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872930110397,55-64,female,inactive,ad,43,43,1,"7-day click or 1-day view",,,1.67,,2026-01-31,Ongoing,,,38.8372093,0,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941572270197,35-44,male,inactive,ad,35,39,1.11428571,"7-day click or 1-day view",,,1.63,,2026-05-30,Ongoing,,,41.79487179,0,,,,,,,2023-07-20,2026-08-19
SET1,6675265142397,35-44,male,not_delivering,ad,30,34,1.13333333,"7-day click or 1-day view",,,1.62,,2025-04-17,Ongoing,,,47.64705882,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6707055838397,25-34,unknown,not_delivering,ad,24,52,2.16666667,"7-day click or 1-day view",,,1.62,,2025-04-18,Ongoing,,,31.15384615,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953166520997,35-44,male,not_delivering,ad,31,32,1.03225806,"7-day click or 1-day view",,,1.62,,2026-06-09,Ongoing,1,1.62,50.625,3.125,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857978483197,35-44,unknown,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,1.61,,2026-01-23,Ongoing,,,536.66666667,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6881705351597,65+,female,not_delivering,ad,48,68,1.41666667,"7-day click or 1-day view",,,1.58,,2026-01-31,Ongoing,1,1.58,23.23529412,1.47058824,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675811563797,18-24,male,inactive,ad,31,33,1.06451613,"7-day click or 1-day view",,,1.58,,2025-04-18,Ongoing,,,47.87878788,3.03030303,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929385597,35-44,female,inactive,ad,22,22,1,"7-day click or 1-day view",,,1.57,,2026-01-31,Ongoing,,,71.36363636,0,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6671478791597,18-24,unknown,not_delivering,ad,12,19,1.58333333,"7-day click or 1-day view",,,1.57,,2025-04-12,Ongoing,,,82.63157895,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,25-34,unknown,not_delivering,ad,16,51,3.1875,"7-day click or 1-day view",,,1.56,,2026-01-23,Ongoing,,,30.58823529,0,,,,,,,2023-07-20,2026-08-19
SET1,6805961615397,35-44,female,not_delivering,ad,24,26,1.08333333,"7-day click or 1-day view",,,1.55,,2025-05-13,Ongoing,,,59.61538462,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834727221197,18-24,unknown,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,1.55,,2025-09-07,Ongoing,,,775,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768974549597,25-34,unknown,not_delivering,ad,15,15,1,"7-day click or 1-day view",,,1.54,,2025-07-15,Ongoing,,,102.66666667,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,18-24,unknown,inactive,ad,0,6,0,"7-day click or 1-day view",,,1.52,,2026-01-31,Ongoing,,,253.33333333,0,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6673302606997,25-34,unknown,not_delivering,ad,16,25,1.5625,"7-day click or 1-day view",,,1.51,,2025-04-14,Ongoing,,,60.4,4,,,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393133197,35-44,unknown,not_delivering,ad,34,34,1,"7-day click or 1-day view",,,1.5,,2025-05-25,Ongoing,,,44.11764706,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,25-34,unknown,active,ad,64,66,1.03125,"7-day click or 1-day view",,,1.49,,2026-07-01,Ongoing,,,22.57575758,1.51515152,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226895797,25-34,unknown,not_delivering,ad,18,18,1,"7-day click or 1-day view",,,1.49,,2026-08-03,Ongoing,,,82.77777778,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929385597,45-54,male,inactive,ad,18,20,1.11111111,"7-day click or 1-day view","Messaging conversations started",1,1.48,1.48,2026-01-31,Ongoing,1,1.48,74,5,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6989195918997,35-44,female,not_delivering,ad,18,19,1.05555556,"7-day click or 1-day view",,,1.48,,2026-08-05,Ongoing,,,77.89473684,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769014077397,25-34,unknown,inactive,ad,16,27,1.6875,"7-day click or 1-day view",,,1.47,,2025-07-15,Ongoing,,,54.44444444,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,65+,female,not_delivering,ad,13,19,1.46153846,"7-day click or 1-day view",,,1.44,,2025-11-21,Ongoing,,,75.78947368,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,65+,male,inactive,ad,10,23,2.3,"7-day click or 1-day view",,,1.43,,2026-01-31,Ongoing,,,62.17391304,0,,,,,,,2023-07-20,2026-08-19
LPU,6986170908197,35-44,male,not_delivering,ad,38,49,1.28947368,"7-day click or 1-day view",,,1.41,,2026-07-31,Ongoing,,,28.7755102,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675807606197,25-34,unknown,not_delivering,ad,32,66,2.0625,"7-day click or 1-day view",,,1.41,,2025-04-18,Ongoing,,,21.36363636,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929385597,25-34,female,inactive,ad,34,35,1.02941176,"7-day click or 1-day view",,,1.4,,2026-01-31,Ongoing,,,40,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988772271397,35-44,male,not_delivering,ad,5,7,1.4,"7-day click or 1-day view",,,1.4,,2026-08-05,Ongoing,,,200,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953152264197,18-24,unknown,not_delivering,ad,0,68,0,"7-day click or 1-day view",,,1.4,,2026-06-09,Ongoing,,,20.58823529,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675260378797,25-34,unknown,not_delivering,ad,32,55,1.71875,"7-day click or 1-day view","Messaging conversations started",1,1.39,1.39,2025-03-29,Ongoing,1,1.39,25.27272727,1.81818182,,1,,,,,2023-07-20,2026-08-19
"Ads - Punjab – Online",6917755073197,18-24,unknown,not_delivering,ad,40,40,1,"7-day click or 1-day view",,,1.39,,2026-05-06,Ongoing,,,34.75,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,18-24,unknown,active,ad,84,84,1,"7-day click or 1-day view",,,1.37,,2026-07-01,Ongoing,,,16.30952381,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953166520997,35-44,female,not_delivering,ad,17,17,1,"7-day click or 1-day view",,,1.32,,2026-06-09,Ongoing,,,77.64705882,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675811563797,18-24,female,inactive,ad,30,32,1.06666667,"7-day click or 1-day view",,,1.31,,2025-04-18,Ongoing,,,40.9375,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857978483197,55-64,female,not_delivering,ad,16,29,1.8125,"7-day click or 1-day view",,,1.29,,2026-01-23,Ongoing,,,44.48275862,0,,,,,,,2023-07-20,2026-08-19
SET1,6712664669597,18-24,unknown,not_delivering,ad,8,27,3.375,"7-day click or 1-day view",,,1.29,,2025-05-01,Ongoing,,,47.77777778,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6925557264397,18-24,unknown,not_delivering,ad,32,70,2.1875,"7-day click or 1-day view",,,1.28,,2026-04-27,Ongoing,1,1.28,18.28571429,1.42857143,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6915640775197,35-44,unknown,not_delivering,ad,0,26,0,"7-day click or 1-day view",,,1.28,,2026-04-27,Ongoing,,,49.23076923,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6989198212397,35-44,unknown,active,ad,32,42,1.3125,"7-day click or 1-day view",,,1.27,,2026-07-01,Ongoing,1,1.27,30.23809524,2.38095238,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872930110397,65+,female,inactive,ad,40,45,1.125,"7-day click or 1-day view",,,1.26,,2026-01-31,Ongoing,,,28,0,,,,,,,2023-07-20,2026-08-19
SET1,6675265142397,35-44,female,not_delivering,ad,20,23,1.15,"7-day click or 1-day view",,,1.25,,2025-04-17,Ongoing,,,54.34782609,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929829797,55-64,female,inactive,ad,22,34,1.54545455,"7-day click or 1-day view","Messaging conversations started",1,1.24,1.24,2026-01-31,Ongoing,1,1.24,36.47058824,5.88235294,,1,,,,,2023-07-20,2026-08-19
"Ad set",6887030217397,25-34,female,not_delivering,ad,41,45,1.09756098,"7-day click or 1-day view",,,1.24,,2026-03-22,Ongoing,1,1.24,27.55555556,2.22222222,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929829797,65+,female,inactive,ad,24,29,1.20833333,"7-day click or 1-day view",,,1.23,,2026-01-31,Ongoing,,,42.4137931,0,,,,,,,2023-07-20,2026-08-19
SET1,6699345237797,25-34,unknown,not_delivering,ad,0,3,0,"7-day click or 1-day view",,,1.22,,2025-05-01,Ongoing,,,406.66666667,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,Unknown,female,not_delivering,ad,0,18,0,"7-day click or 1-day view",,,1.2,,2026-01-31,Ongoing,,,66.66666667,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6699157892597,45-54,unknown,not_delivering,ad,28,28,1,"7-day click or 1-day view",,,1.2,,2025-05-01,Ongoing,,,42.85714286,0,,,,,,,2023-07-20,2026-08-19
SET1,6699073695797,25-34,male,not_delivering,ad,36,41,1.13888889,"7-day click or 1-day view",,,1.19,,2025-05-01,Ongoing,,,29.02439024,0,,,,,,,2023-07-20,2026-08-19
SET1,6668298026597,35-44,male,not_delivering,ad,12,13,1.08333333,"7-day click or 1-day view",,,1.18,,2025-04-09,Ongoing,,,90.76923077,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6925557264397,25-34,unknown,not_delivering,ad,31,31,1,"7-day click or 1-day view",,,1.18,,2026-04-27,Ongoing,,,38.06451613,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612225065997,18-24,unknown,not_delivering,ad,6,11,1.83333333,"7-day click or 1-day view",,,1.16,,2025-02-16,Ongoing,,,105.45454545,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089797,Unknown,female,active,ad,0,37,0,"7-day click or 1-day view",,,1.15,,2026-07-01,Ongoing,,,31.08108108,0,,,,,,,2023-07-20,2026-08-19
LPU,6986170907997,35-44,unknown,not_delivering,ad,8,17,2.125,"7-day click or 1-day view",,,1.14,,2026-07-31,Ongoing,,,67.05882353,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929385597,55-64,male,inactive,ad,9,10,1.11111111,"7-day click or 1-day view",,,1.14,,2026-01-31,Ongoing,,,114,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968797,35-44,male,not_delivering,ad,30,31,1.03333333,"7-day click or 1-day view",,,1.14,,2026-07-08,Ongoing,,,36.77419355,0,,,,,,,2023-07-20,2026-08-19
SET1,6768966430597,65+,female,not_delivering,ad,10,10,1,"7-day click or 1-day view",,,1.11,,2025-05-13,Ongoing,,,111,0,,,,,,,2023-07-20,2026-08-19
SET1,6700709797997,35-44,female,inactive,ad,12,18,1.5,"7-day click or 1-day view",,,1.1,,2025-05-01,Ongoing,,,61.11111111,0,,,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132597,35-44,unknown,not_delivering,ad,32,33,1.03125,"7-day click or 1-day view",,,1.09,,2025-05-25,Ongoing,,,33.03030303,0,,,,,,,2023-07-20,2026-08-19
SET1,6768966430597,25-34,unknown,not_delivering,ad,8,19,2.375,"7-day click or 1-day view",,,1.07,,2025-05-13,Ongoing,,,56.31578947,0,,,,,,,2023-07-20,2026-08-19
